,Job Title,Location,Applicant Count,Job Poster,Requirements,Job URL
159,Technical Business Analyst - (Big Data),"Sydney, New South Wales, Australia",24,Sumeet S.,[],https://www.linkedin.com//jobs/view/3492489204/?alternateChannel=search&refId=APrsa%2Bd%2BfqRGBLxLI%2FLA8A%3D%3D&trackingId=Nwn7hw5zKa2ydyPkxPFl3w%3D%3D&trk=d_flagship3_search_srp_jobs
160,Research Officer (Data Analyst),"Perth, Western Australia, Australia",18,,"['Exciting opportunity for a passionate researcher to be part of a multi-disciplinary team, underpinned by state-of-the-art deep-sea technology', '2x Level 5, full-time appointments on a fixed term basis for 3 years', 'Base salary range: $ 73,982 – $ 81,999 p.a. plus 17% superannuation', 'Relevant tertiary qualification', 'Considerable relevant research experience at an appropriate level', 'Experience in planning and undertaking field trips in remote areas using imaging techniques', 'Experience in the use of underwater cameras for surveying marine benthic habitat and fishes is preferred', 'Experience using TransectMeasure software for marine benthic habitat annotation work', 'Experience annotating underwater footage and identifying species using EventMeasure software', 'Experience exporting data products from EventMeasure and TransectMeasure software', 'Experience at using R to generate and format data products, undertake ecological modeling and produce publication quality graphics, including experience using the FSSgam() function for ecological modeling', 'Proficiency in a range of computing skills including word processing, spreadsheets, databases, internet and email', 'Ability to work independently, show initiative, problem solve and work productively as part of a team', 'We have child friendly areas on campus, including childcare facilities. Flexible work arrangements, part-time hours and job sharing will all be considered', 'UWA has been awarded Bronze Employer Status for being a Top Ten Employer for LGBTI Inclusion by the Australian Workplace Equity Index (AWEI -2021)', 'UWA has also been awarded Athena Swan Bronze Accreditation in 2020']",https://www.linkedin.com//jobs/view/3474716929/?alternateChannel=search&refId=APrsa%2Bd%2BfqRGBLxLI%2FLA8A%3D%3D&trackingId=h4euZuVs1PS5i%2BfvucaxOg%3D%3D&trk=d_flagship3_search_srp_jobs
161,Data Science Intern - Foundation Engineering,"Other Side Of The Moon, Australia",,,"['Continuously seek out best practices and develop skills.', 'Work on multidisciplinary teams of data engineers, software engineers, data scientists, and business subject-matter experts to deliver complex projects on time and within budgets.', 'Work with mentor to translate ambiguous and complex business problems into project charters clearly identifying technical risks and project scope.', 'Take ownership for the data science workflow including exploratory data analysis, model development, and potentially deployment.', 'Independently handle issues with minimal supervision, while working closely with mentor for more complex issues.', 'Other duties as assigned.', 'Currently enrolled in a Masters or PhD program in Data Science, Machine Learning, Computer Science, Computational Linguistics, Statistics, Mathematics, Engineering, Physics, or related fields with a graduation date of December 2021 or later.', 'Experience developing and testing machine learning or statistical projects, with strong background in supervised, unsupervised, semi-supervised and reinforcement learning algorithms and modelling.', 'Strong background in Computer Vision including image/video processing, object detection, classification, and tracking. Knowledge and experience on using deep learning tools (e.g. TensorFlow, MXNet, PyTorch, etc.) for image/video analytics', 'Proficiency in Python (e.g., pandas, scikit-learn, bokeh, matplotlib, NumPy)', 'Excellent communication skills, both written and verbal.', 'Interested in learning model deployment in a production setting.', 'An opportunity to work with exceptional people', 'Meaningful problems to solve', 'Work that makes a difference in the world', 'Variety in the types of projects', 'Feedback so you will know how well you are doing', 'Collaborative, Supportive Colleagues in an inclusive environment']",https://www.linkedin.com//jobs/view/3261644372/?alternateChannel=search&refId=APrsa%2Bd%2BfqRGBLxLI%2FLA8A%3D%3D&trackingId=nTX%2BuiYvzMHDqGugk5HW3A%3D%3D&trk=d_flagship3_search_srp_jobs
162,Technical Business Analyst - Big Data,"Sydney, New South Wales, Australia",25,,[],https://www.linkedin.com//jobs/view/3492480693/?alternateChannel=search&refId=APrsa%2Bd%2BfqRGBLxLI%2FLA8A%3D%3D&trackingId=GeHrvjvqefWrQuH74TKJrw%3D%3D&trk=d_flagship3_search_srp_jobs
163,Expression of Interest for Online Facilitators for Data Science,"Melbourne, Victoria, Australia",1,,"['Online Facilitators (also referred to as Academic Tutors) provide online teaching delivery of client/partner online programs and courses in vocational education and higher education.', 'The role of the Online Facilitator/Academic Tutor is to deliver courses in accordance with the course design and requirements and client/partner policies and procedures. Online facilitators are not required to establish curriculum, develop course content and assessments, or develop marking schemes.', 'The role is responsible for engaging and supporting learners/students to ensure quality student learning experiences.', 'All Online Facilitators/Academic Tutors are required to maintain Teaching Pulse Student Satisfaction =>4 and end of teaching period evaluation standards set by the client/partner.', 'Planning, scheduling and delivery of live and/or recorded webinar sessions and activities in accordance with course design or as directed by the Course Coordinator.', 'Delivery of planned academic content in accordance with course design.', 'Facilitating learning activities in accordance with course content and design, including discussion forum and assessment tasks (including e-moderation, assessment, and feedback)', 'Deliver assessment marking and feedback for approximately three assessments per teaching period.', 'Engage with and attend assessment moderation processes and submit assessment results as directed by the Course Coordinator.', 'Attend course administration meetings, typically three per teaching period.', 'Provide prompt communication responses with students via relevant and endorsed communication channels.', 'Be accessible to students seeking individual assistance with their studies, at a level consistent with the learning needs of the student cohort, and in adherence to the academic support and intervention services provided by client.', 'Participate in coaching and peer learning sessions', 'A Master’s degree and/or Ph.D. degree in a relevant discipline (in line with TEQSA AQF+1 requirements), and/or', 'Substantial work or practice-based experience, and significant industry experience in the related subject matter', 'Demonstratable currency in skills and contemporary teaching and learning experience relevant to the discipline they are teaching and facilitating, online is highly regarded', 'Academic profile reflecting the teaching capacity required to lead students in intellectual inquiry suited to the nature and expected learning outcomes of each Course', 'Demonstrated active engagement in continuing scholarship or industry activity relevant to the discipline they are teaching and facilitating where delivering higher degrees such as postgraduate awards (e.g., Masters)', 'Knowledge of contemporary developments in the relevant discipline of the Course informed by their own continued learning or practice', 'Sufficient proficiency with the relevant software and other technology required to perform their role effectively', 'High level written and verbal communication skills', 'Strong organisation & planning skills', 'Confidence and resourcefulness in learning new technologies', 'Experience using Learning Management Systems', 'The ability to demonstrate high levels of empathy for the challenges experienced by online students', 'A passion for helping online students succeed both academically and personally', 'A current Working with Children Check in accordance with Client/Partner Policy, if Client/Partner notifies Curio of any students who are under 18 years of age (includes all academic staff, regardless of level they are teaching or age of students)', 'Flexible and online work with mostly evening and weekend hours required']",https://www.linkedin.com//jobs/view/3486142900/?alternateChannel=search&refId=APrsa%2Bd%2BfqRGBLxLI%2FLA8A%3D%3D&trackingId=80wmGtjweMe9mWpObHGwMw%3D%3D&trk=d_flagship3_search_srp_jobs
164,Data Analyst,"Melbourne, Victoria, Australia",,,"['$60,000 per annum that will increase in the second year', '28-month, fixed-term contract to start your new career as a data consultant', 'When you finish the contract, you can stay on as a consultant and continue to work on some fascinating projects or go it alone. Either way, we are here to help every step of the way. On completion, you will also become part of our Alumni network', 'We’re sorry – we can’t sponsor you, so make sure you have full working rights', 'Work from our office in the CBD', 'For more information about us you can read here: https://www.thedataschool.com.au/school/', 'Join Tableau - Join the community and download Tableau Public', 'Find your data - Choose a dataset that you are passionate about; from politics to sport, TV and popular culture. You can find data on sites like Kaggle, Data.world, data.gov.au, or the Tableau resources page', 'Create your Viz - Once you have your data set, you can begin creating your winning viz! Find insights and use interactivity to tell a compelling story', 'Share it with us - Once your work is live on Tableau Public, send it to us using the application form on our website: https://www.thedataschool.com.au/apply/apply-now/', 'The Interview - If you impress us with your passion, innovation and understanding of data, you will be invited to an interview', 'We are taking applications at all times. If you have an inquisitive nature, and a passion for getting to the truth by way of data, then we’d love to hear from you!']",https://www.linkedin.com//jobs/view/3262128156/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=JGRdLI9BcWyCoGYCRGxyHA%3D%3D&trk=d_flagship3_search_srp_jobs
165,Business Data Analyst,"Brisbane, Queensland, Australia",35,,"['Lead the research and suitability analysis of current Waste and Heritage Information Systems.', 'Assist in departmental identification of suitable BPM solutions and processes as well as substantively contribute to planned procurement activities.', 'Oversee the research and recommend variations to local business rules and procedural matters affecting the efficient operation of the allocated area of responsibility.', 'Ensure that high quality documentation is developed for all stakeholder groups.', 'Conduct and supervise the analysis of existing business processes and data, and future business processes and data, within the context of the information system solution using approved tools and methods.', 'Provide advice with the development and implementation of program plans and subsidiary plans that link with Department and branch outcomes.', 'Interpret business and user requirements and provide advice on the application of the information systems solution to optimize local and enterprise-wide business outputs.', 'Lead and consult with Department business representatives to gather relevant data to configure and implement the future departmental BPM solution to meet the needs of all departmental and external stakeholders.', 'Contribute to risk and issues identification and provide advice regarding implementation of program plans.', 'Strong background in researching, analyzing and documenting business requirement specifications, documenting software requirement specifications and using Use Case methodology.', 'Strong experience in process and data management and analytics', 'Proven experience in drawing business process models including ‘as is’ and ‘to be’.', 'Demonstrated expertise to identify key issues, perform research and analysis and develop and document solutions.', 'Proven high level negotiation, consultation, facilitation and effective written and oral communication skills for use in a complex environment.', 'Excellent organizational skills to manage a large workload whilst maintaining high levels of accuracy.', 'Applied understanding of the health industry, legislation, and regulations including those related to rostering, human resources and or finance systems.', 'Knowledge of HR/payroll and rostering workflow / processes and systems would be highly desirable particularly in a health context.', 'PowerBI experience is beneficial.', 'Convenient Brisbane CBD location.', 'Long term contract with possibility of extension.', 'WFH flexibility.', 'Be part of an innovative team!']",https://www.linkedin.com//jobs/view/3457378546/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=e6INFPOfF%2F8lzD8r1fIIFA%3D%3D&trk=d_flagship3_search_srp_jobs
166,Data Analyst,"Victoria, Australia",57,,"['Develop useful, material, data-based analyses and insights, including implications for the business', 'Partner with leadership teams and stakeholders across the business to gather and understand analytical requirements', 'Identify and develop best use cases for data and analytics application', 'Identify opportunities to collect data from new sources', 'Develop end-to-end analytics and reporting solutions', 'Maintain awareness of external trends and best practice in data collection and analysis', 'Support and educate stakeholders in utilising data and analytics during the decision making process', 'Promote a data and insights driven approach by identifying opportunities where data can improve business decision making', 'Manage multiple data and analytical projects as required to meet business needs', 'Tertiary qualification (in a related field to Data or Computing)', 'Proficient in data analytics, data discovery and insights determination through visual data discovery to solve business needs', 'Proven ability to interpret business needs, identify relevant metrics and design effective solutions', 'Advanced SQL and Excel skills', 'Exposure to leading business intelligence tools such as: Qlik, PowerBI, Tableau, SPSS, R, SAS, Python', 'Ability to think outside the box and resolve business issues in situations with limited access to data', 'Experience in building and maintaining stakeholder relationships', 'Project Management experience desirable', 'Strong team player who has the ability to work well in a collaborative environment', 'Ongoing coaching and career development opportunities delivered by our L&D team', '22 Weeks Parental leave with your superannuation guaranteed and back-to-work transition policy', 'End of Year leave, 1 day first year, 3 days after 2 years', 'Comprehensive mental health framework, including wellbeing leave (up to 4 extra days per year) and a $299 reimbursement', 'A hybrid flex model with ergonomic reimbursements for your home set up', 'Salary Continuance & Life Insurance', '17.5% Annual Leave Loading']",https://www.linkedin.com//jobs/view/3485646413/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=0mcaAyul0PUZeS76EbBk8g%3D%3D&trk=d_flagship3_search_srp_jobs
167,Data Analyst,"Sydney, New South Wales, Australia",90,,"['4+ years experience as a Data Analyst or related discipline', 'Deep working knowledge of SQL (SQL, SSIS) and PowerBI', 'Proficient knowledge of the software development lifecycle', 'An open mind and willingness to learn new frameworks and skills', 'Strong communications and interpersonal skills with the ability to explain technical issues in non-technical language', 'Data', 'Data Analyst', 'Data Analytics', 'MSSQL', 'PL/SQL', 'Reporting Analyst', 'Teradata', 'azure']",https://www.linkedin.com//jobs/view/3483905163/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=W4UNCLTDuv4mErG%2FcDDE4g%3D%3D&trk=d_flagship3_search_srp_jobs
168,Data Analyst,"Brisbane, Queensland, Australia",27,,"['Have the ability to problem-solve under pressure and in complex situations is essential for this role', 'Conduct full lifecycle activities including requirements analysis, design and, develop analysis and reporting capabilities.', 'Analyse Legacy Data Models to determine attribute usage and business purpose', 'Work with Data Engineers and business SMEs to form an archival strategy coupled with mechanisms for the business to interrogate archived data', 'Work closely with project leads to prioritise business and information needs relating to the project.', 'Proven working experience as a data migration analyst', 'Understanding of Data Migration ETL Process', 'Knowledge of statistics and experience using statistical packages for analysing large datasets (Excel, or COTS tools like SPSS, SAS etc)', 'Strong analytical skills with the ability to collect, organise, analyse, and disseminate significant amounts of information with attention to detail and accuracy', 'Adept at queries, report writing and presenting findings', 'The ability to problem-solve under pressure and in complex situations', 'Ability to work autonomously and collaboratively within a team', 'Strong knowledge of and experience with reporting packages (PowerBI, Tableu etc), databases (SQL, Oracle etc), programming (XML, Javascript, or ETL frameworks)']",https://www.linkedin.com//jobs/view/3491103231/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=gxcWmncqm%2F0ZWdTnShRDbQ%3D%3D&trk=d_flagship3_search_srp_jobs
169,Big Data Specialist,"Sydney, New South Wales, Australia",24,Chandra Beulah G.,[],https://www.linkedin.com//jobs/view/3459718083/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=lxsvdliUTjpfxn%2FlPzVIUQ%3D%3D&trk=d_flagship3_search_srp_jobs
170,Spatial Data Analyst,"Sydney, New South Wales, Australia",28,,"['Exciting opportunity to work in a fast-paced team environment and showcase your spatial data management and stakeholder engagement skills', 'Be part of a close knit, proactive team and get a chance to work on demanding but intellectually stimulating and challenging work', 'Fixed term full time role (till 4th March 2024) based in Sydney, (flexibility offered)', 'Customers to be informed with service information in real-time via TfNSW digital customer channels and third-party public transport apps', 'Services and operator performance to Services and operator performance to be assessed through reporting and analytics.', 'Undertake all necessary data collection, editing, formatting and analysis to produce and maintain an efficient geospatial environment in accordance with applicable standards and procedures.', 'Perform high detail spatial data analysis and ensure that the integrity of spatial data meets business standards', 'Ensure accuracy of interpretation and maintenance of spatial and schedule bus service data to support operational systems and transport customer information', 'Provide support for the identification and estimation of requirements for data team support to customer information projects and undertake activities within the scope of the project plan, raising risks, issues, and mitigating strategies as appropriate, ensuring compliance with Information Governance standards', 'Relevant experience in spatial data capture, analysis, and interpretation', 'Experience in reviewing, editing, and manipulating spatial datasets', 'Demonstrated understanding of data management, cartographic & spatial reasoning skills.', 'Highly professional and proactive', 'Excellent attention to detail']",https://www.linkedin.com//jobs/view/3490632161/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=%2Bo2TmRYRb2acanbCMXGe9Q%3D%3D&trk=d_flagship3_search_srp_jobs
171,Data Analyst | Manager,"Canberra, Australian Capital Territory, Australia",41,,"['Delivering crucial business insights to clients by eliciting and explaining data and information sharing needs, opportunities and requirements', 'Helping clients to discover, connect and share data to ensure that decisions are driven by evidence', 'Transforming our client’s business by understanding the data in their organisations and embedding technology and mature data processes through the organisation', 'Undertaking data maturity assessments, current-state architecture and data platform assessments and developing data inventories']",https://www.linkedin.com//jobs/view/3341796537/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=vqoBhvZVjMEhYle8jQUiIw%3D%3D&trk=d_flagship3_search_srp_jobs
172,Data Analyst,"Brisbane, Queensland, Australia",70,,"['Strong Excel skills.', 'Power BI or other, similar business intelligence tools (Business Objects, Tableau).', 'Knowledge of VBA, R and/or Python highly desirable however not required.', 'Ability to present data in a meaningful way.', 'Excellent analytical skills, able to develop and produce meaningful reports from multiple streams of data.', 'Passionate about all aspects of data including data mining, categorisation, report production, insight generation and analysis.', 'Excellent communication and stakeholder management skills.', 'Thorough attention to detail.', 'Adaptable, with the ability to work independently on multiple, high profile data led projects.', 'Exceptional eye for detail coupled with an analytical mind and inclination for problem-solving.', 'Ability to work independently, efficiently and use initiative.', 'competitive remuneration with the flexibility to reward high performance;', 'flexible working;', 'complimentary gym memberships;', 'corporate health plans;', 'a global professional development offering for all employees; and', 'an industry-leading programme that celebrates diversity and inclusion.']",https://www.linkedin.com//jobs/view/3467827267/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=wBbSSScyYPLmEFazCU9IYA%3D%3D&trk=d_flagship3_search_srp_jobs
173,Expressions of Interest - Business/Data Analyst | Data & Analytics,"Perth, Western Australia, Australia",,,"['Be a part of one of our successful delivery teams and get an opportunity to move into a more consultative role working across various data environments and helping our clients solve their business problems with data.', 'Be responsible for creating requirement specifications, analysing requirements, creating visual models, facilitating elicitation sessions, and digging around in the data when needed.', 'Designing and building reports – capture data requirements for the client and team.', 'Creating requirements specifications, analysing requirements, creating visual models, facilitating workshop sessions, and using the necessary business analyst tools.', 'Worked in a similar Business/Data Analyst position for at least 3-5 years with a focus on data management, data governance and data strategy', 'Ability to understand and identify business rules and processes', 'Conducted process mapping and requirements gathering workshops with non-technical stakeholders', 'Working with SQL databases and database querying languages.', 'Have knowledge and experience of all phases of software development including requirements analysis, design, coding, testing, defect management.', 'Due to the nature of the client base, you MUST BE an Australian Citizen', 'Experience in engaging with both technical and non-technical stakeholders', 'Strong consulting experience and background, including engaging directly with clients', 'Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects', 'Ability to problem-solve and think critically', 'Technical reconciliation and reporting skills', 'Some development experience would be advantageous but not essential', 'Explore how a career at EY is yours to build at www.ey.com/au/careerdevelopment', 'Discover how, when and where you can work at www.ey.com/au/flexibility', 'Learn about our commitment to DE&I at www.ey.com/au/diversity-inclusiveness', 'Understand how our benefits can support you at www.ey.com/au/benefits']",https://www.linkedin.com//jobs/view/3239619657/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=SmuQqt4jG%2FkBqIiNSxeaSQ%3D%3D&trk=d_flagship3_search_srp_jobs
174,Senior Manager or Director/ Data Scientist | Multiple Locations,"Sydney, New South Wales, Australia",21,Bahram Nezhad- PhD,"['Multiple Locations - can be based in Sydney, Melbourne or Perth', 'Flexible working arrangements and part-time opportunities available', 'Experienced professionals who have taken an extended leave from the workforce are encouraged to apply', '7-10 + years of demonstrated experience in data science or a related field, preferably within professional services or consulting', 'Design and deliver data-driven solutions for clients to realise strategic outcomes', 'Pitch and land projects, including presenting our service offerings to new or existing clients as well as building and managing relationships', 'Guide and supervise projects and navigating ambiguity, challenges and teams', 'Demonstrated experience of understanding and leading a team to utilise a variety of data analytics and data engineering tools', 'Experience in developing and deploying scalable Machine Learning and Deep Learning model techniques to drive business outcomes would be a plus']",https://www.linkedin.com//jobs/view/3483904379/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=cE9x8w2jksfdL3WkaB6cSg%3D%3D&trk=d_flagship3_search_srp_jobs
175,Data Analyst/Ecologist,"Brisbane, Queensland, Australia",75,,"['Bring your analysis and project leading experience!', 'Work in a supportive team to implement the National Koala Monitoring Program', 'Join Australia’s National Science and Innovation Agency!', 'Designing and leading research investigations requiring originality, creativity and innovation in field data collection, and analytical and digital solutions to conservation and land management challenges.', 'Analysing and presenting results in a meaningful format, preparing reports for clients and/or write scientific papers for publication.', 'Liaising with external and internal clients to determine their needs and take personal responsibility for client satisfaction.', 'Drawing on professional expertise, knowledge of other disciplines and research experience, recognising opportunities for innovation and generating new theoretical perspectives by pursuing new ideas/approaches and networking with scientific colleagues across a range of disciplines.', 'A PhD in a relevant field such as ecology, wildlife ecology, quantitative ecology, statistics, data science with at least 2-3 relevant research experience.', 'Strong background in ecology to support the quantitative analysis and interpretation of field and digital data in the context of biodiversity monitoring and assessments, from local to global scales', 'Experience in developing and/or applying novel analytical methods and tools for solving complex ecological challenges', 'Ability to lead project teams in ecological research and develop and maintain stakeholder relationships', 'Willingness to participate in field work, sometimes in remote locations, involving periods of up to two weeks away from base.', 'Current Class C Driver’s Licence']",https://www.linkedin.com//jobs/view/3448713737/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=1OGPOeu1QVtMXhnWrczk7A%3D%3D&trk=d_flagship3_search_srp_jobs
176,Data Analyst,"Wangaratta, Victoria, Australia",32,,"['Solid knowledge of SQL', 'Proficient in data and database management', 'Proven experience to handle client expectations', 'Demonstrated experience in diagnosing, troubleshooting of database and software issues as well as the ability to identify solutions', 'High level problem solving and innovative decision-making skill', 'Good ability to communicate effectively with non-IT staff', 'Access to an incredible part of Victoria where our work allows us to deliver solutions across the entire Hume Region', 'The ability to work with a dynamic management team that supports our community', 'Access to a variety of benefits and incredible discounts to support you and your family’s lifestyle', 'Downer can provide the right individual with endless opportunities for professional development tailored to your goals']",https://www.linkedin.com//jobs/view/3455740843/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=1xd2W5b9IDHxhu4p7MwC%2FA%3D%3D&trk=d_flagship3_search_srp_jobs
177,Data Analyst,"Melbourne, Victoria, Australia",91,,"['Support data migration strategy and execution plan', 'Liaise with Project Managers, Solution Architect/Engineers in the scoping and estimating for new initiatives', 'Leading the establishment of DQM, MDM, and data synchronisation processes', 'Developing and establishing best practice information management standards and guidelines', 'Facilitate monitoring and rectification of identified data quality, governance, or security issues', 'Identifying potential risks and issues, and mitigations to resolve them', 'Investigating data quality issues/errors/flaws in the current setup and identify ways to improve systems performance and efficiency by suggesting best practices in line with the organisations’ processes and system deployment standards', 'Complying with applicable standards, processes and governance', 'Support Data Management team and work closely with development teams, other technical stakeholders and external vendors', 'Data Modelling Experience', 'Working knowledge of SQL and experience producing quality reports using tools such as Microsoft PowerBI, Qlik, and Tableau', 'Demonstrable experience supporting large complex data migrations', 'Proven experience in the Information Management domain including reporting and analysis, information lifecycle management, and data governance', '(Desirable) Experience with MDM and DQM products from TIBCO, Talend, Informatica, or IBM', 'Experience extracting, transforming, and analysing raw data and turning this into intelligence, ideally in a healthcare setting', 'Excellent communication skills and a history of successful customers engagement', 'Ability to consult directly with customers and offer strategic advice as well as consulting experience within agile environments', 'Demonstrated ability to operate at a consistently high level in isolation and as a team player.', 'Experience working with Agile products such as Jira and Confluence', 'Understanding the healthcare operational environment and experience with clinical software applications/ information systems is highly desirable.', 'Experience with Health specific data interoperability standards such as HL7 and FHIR is desirable']",https://www.linkedin.com//jobs/view/3440509678/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=UD4xmArcBRaM%2BZpDTmNnFg%3D%3D&trk=d_flagship3_search_srp_jobs
178,Research Data Analyst,"Parramatta, New South Wales, Australia",10,,"['Undertake specialist analysis, research and evaluation projects, to assess the impact of policy proposals, and program and service design and delivery initiatives.', ""Contribute to identifying and defining emerging issues which impact on the achievement of the Government's objectives."", 'Contribute to the design and implementation of tools and processes to identify, analyse and facilitate improvements to AHO and DPIE policy development, program and service design, and service delivery.', 'Maintain in-depth knowledge of analysis, research and evaluation methodologies and techniques that will ensure AHO and DPIE services are delivered efficiently and that client and business outcomes are measured and reported.', 'Provide proactive and evidence-based advice to the Business unit leader, Director and/or the Chief Executive as analysis and research projects are developed to ensure that the methodology is robust and will contribute to the identification, monitoring and improvement of client outcomes.', 'Research and prepare advice in the form of briefs, policy and discussion papers to contribute to responses to Ministerial, Cabinet, AHO or DPIE requests.', 'Liaise and work across AHO and DPIE Divisions and non-government stakeholders to ensure effective interface between program development, planning, service design and policy implementation.', 'Work effectively with team members towards mutual continued development and provide feedback to each other on analysis and research undertaken.', 'Providing timely, robust and comprehensible analysis, research and evaluation advice that is consistent with stakeholder requirements and supports decision making.', 'Keeping up-to-date and maintaining in-depth knowledge of analysis, modelling, research and evaluation methodologies and relevant information systems, and application of these in a human services context.']",https://www.linkedin.com//jobs/view/3469814355/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=tjQj5Axyigty7LpevTvL9A%3D%3D&trk=d_flagship3_search_srp_jobs
179,Data Analyst - Marketing Analytics,"Melbourne, Victoria, Australia",54,,"['Undertake qualitative, quantitative and desktop research to uncover actionable insights that can improve solutions and identify new opportunities', 'Apply advanced modelling, statistics, research and causality to understand complex data problems', 'Design and create methods for monitoring and analysing the effectiveness of the business rules, frameworks and decisions as it relates to customer and business outcomes', 'Conduct PIRs, opportunity discovery, business-casing and funnel analysis and present insights and actionable recommendations to business stakeholders', 'Defining, creating and optimising business rules and audiences for always-on personalisation', 'Customer profiling and segmentation to inform marketing, personalisation and content strategies', 'Create and maintain tags and data extracts / uploads to ensure optimal digital marketing performance', 'Peer-review work done by other analysts and contribute to knowledge sharing and skills uplift', 'Coach and support data literacy and self-service analytics across stakeholders', 'Strong experience with tools and techniques for analysis, data manipulation and presentation (SQL, Teradata, Python, R, Qliksense, SAS, Tableau, Excel)', 'A good understanding of, and experience applying, standard statistical methods and optimisation approaches.', 'Strong written, visual and verbal communication of analysis insights and recommendations to a non-technical audience', 'Analytical inquisitive mindset with a continuous improvement focus', 'Commercial and financial acumen – understand and articulate business drivers and levers', 'Ability to identify, describe and quantify opportunities, prioritise and build business cases, and influence stakeholders and work with squad members to deliver outcomes', 'Experience combining disparate data from multiple sources to create a complete understanding of a problem or opportunity', 'Knowledge of banking industry, marketing/personalisation data and techniques, and next-best-action / arbitration / real-time decisioning concepts', 'Experience applying data science features, models and outputs in batch and real-time decisioning platforms', 'A team player with a coaching mindset, able to bring people on a journey and help them grow', 'Marketing analytics experience']",https://www.linkedin.com//jobs/view/3491205534/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=NKlHbUN0OELRFoP5x3nArA%3D%3D&trk=d_flagship3_search_srp_jobs
180,Expressions of Interest - Business/Data Analyst | Data & Analytics,"Belconnen, Australian Capital Territory, Australia",123,,"['Be a part of one of our successful delivery teams and get an opportunity to move into a more consultative role working across various data environments and helping our clients solve their business problems with data.', 'Be responsible for creating requirement specifications, analysing requirements, creating visual models, facilitating elicitation sessions, and digging around in the data when needed.', 'Designing and building reports – capture data requirements for the client and team.', 'Creating requirements specifications, analysing requirements, creating visual models, facilitating workshop sessions, and using the necessary business analyst tools.', 'Worked in a similar Business/Data Analyst position for at least 3-5 years with a focus on data management, data governance and data strategy', 'Ability to understand and identify business rules and processes', 'Conducted process mapping and requirements gathering workshops with non-technical stakeholders', 'Working with SQL databases and database querying languages.', 'Have knowledge and experience of all phases of software development including requirements analysis, design, coding, testing, defect management.', 'Due to the nature of the client base, you MUST BE an Australian Citizen', 'Experience in engaging with both technical and non-technical stakeholders', 'Strong consulting experience and background, including engaging directly with clients', 'Experience in a delivery role on Business Intelligence, Data Warehousing, Big Data or analytics projects', 'Ability to problem-solve and think critically', 'Technical reconciliation and reporting skills', 'Some development experience would be advantageous but not essential', 'Explore how a career at EY is yours to build at www.ey.com/au/careerdevelopment', 'Discover how, when and where you can work at www.ey.com/au/flexibility', 'Learn about our commitment to DE&I at www.ey.com/au/diversity-inclusiveness', 'Understand how our benefits can support you at www.ey.com/au/benefits']",https://www.linkedin.com//jobs/view/3239619658/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=pi81W9Wfhi%2B%2Bsyd%2BOGO50Q%3D%3D&trk=d_flagship3_search_srp_jobs
181,Risk Analyst and Risk/Data Analyst,"Melbourne, Victoria, Australia",16,,[],https://www.linkedin.com//jobs/view/3492083112/?alternateChannel=search&refId=NXsakns%2F6NAj3dLnMvcT4Q%3D%3D&trackingId=B1PTxDPb4EbToeJ5YyAZ5g%3D%3D&trk=d_flagship3_search_srp_jobs
